Group num: 0, TC(X;Y_j): 284.094
comp62566_c0_seq5, 0.297
comp50089_c0_seq1, 0.297
comp313319_c0_seq1, 0.297
comp136143_c0_seq9, 0.295
comp62566_c0_seq2, 0.295
comp185021_c0_seq1, 0.294
comp31011_c0_seq6, 0.294
comp154556_c0_seq2, 0.293
comp244655_c0_seq1, 0.292
comp477141_c0_seq1, 0.292
comp30259_c1_seq1, 0.292
comp95746_c0_seq1, 0.292
comp64_c8_seq1, 0.291
comp313684_c0_seq1, 0.291
comp378498_c0_seq1, 0.290
comp286507_c0_seq1, 0.290
comp232671_c0_seq2, 0.290
comp12137_c0_seq20, 0.290
comp233802_c0_seq1, 0.289
comp42794_c0_seq26, 0.289
comp10817_c3_seq1, 0.288
comp309510_c0_seq1, 0.288
comp158667_c0_seq1, 0.287
comp532956_c0_seq1, 0.287
comp430901_c0_seq1, 0.287
comp196321_c0_seq1, 0.286
comp49720_c0_seq4, 0.286
comp188663_c0_seq1, 0.286
comp362229_c0_seq1, 0.284
comp325028_c0_seq1, 0.283
comp13797_c2_seq6, 0.283
comp3744_c3_seq4, 0.283
comp143728_c0_seq1, 0.283
comp91528_c0_seq1, 0.279
comp139017_c0_seq1, 0.278
comp139162_c0_seq1, 0.277
comp225251_c0_seq1, 0.277
comp387161_c0_seq1, 0.277
comp166868_c0_seq1, 0.275
comp39049_c0_seq4, 0.274
comp271873_c0_seq1, 0.274
comp280502_c0_seq1, 0.273
comp271764_c0_seq1, 0.273
comp97255_c0_seq1, 0.272
comp8641_c0_seq11, 0.272
comp62144_c1_seq1, 0.272
comp149558_c0_seq2, 0.271
comp59822_c0_seq1, 0.271
comp93534_c0_seq1, 0.271
comp29391_c0_seq1, 0.271
comp98168_c0_seq1, 0.270
comp12694_c0_seq9, 0.270
comp95387_c0_seq2, 0.270
comp182721_c0_seq1, 0.269
comp221256_c0_seq1, 0.266
comp20252_c0_seq2, 0.266
comp449_c12_seq1, 0.266
comp281103_c0_seq1, 0.265
comp75706_c0_seq1, 0.265
comp124648_c0_seq1, 0.264
comp15204_c0_seq1, 0.264
comp137041_c0_seq2, 0.264
comp221355_c0_seq1, 0.262
comp342375_c0_seq1, 0.262
comp59078_c0_seq2, 0.262
comp74270_c1_seq1, 0.262
comp146482_c1_seq1, 0.262
comp304783_c0_seq1, 0.261
comp31697_c0_seq1, 0.260
comp1439_c31_seq1, 0.260
comp915_c15_seq3, 0.260
comp102876_c0_seq1, 0.258
comp218045_c0_seq1, 0.258
comp121061_c0_seq1, 0.258
comp18566_c0_seq1, 0.257
comp103142_c0_seq1, 0.257
comp162625_c0_seq1, 0.255
comp57245_c0_seq1, 0.255
comp150177_c0_seq1, 0.253
comp27660_c1_seq4, 0.251
comp49531_c0_seq1, 0.248
comp174795_c0_seq1, 0.248
comp81538_c2_seq1, 0.247
comp347380_c0_seq1, 0.247
comp267044_c0_seq1, 0.247
comp69757_c0_seq1, 0.245
comp156345_c0_seq1, 0.243
comp42794_c0_seq35, 0.242
comp6600_c0_seq3, 0.242
comp945_c3_seq1, 0.240
comp14136_c6_seq1, 0.240
comp421347_c0_seq1, 0.238
comp9979_c0_seq1, 0.237
comp41813_c0_seq1, 0.236
comp73813_c0_seq1, 0.230
comp50982_c0_seq1, 0.228
comp83641_c0_seq1, 0.227
comp12228_c2_seq1, 0.224
comp105548_c0_seq1, 0.219
comp817_c0_seq2, 0.218
comp2070_c5_seq5, 0.209
comp429_c49_seq22, 0.208
comp11235_c2_seq1, 0.208
comp60317_c1_seq1, 0.206
comp112189_c0_seq2, 0.205
comp17761_c0_seq2, 0.202
comp267723_c0_seq1, 0.199
comp6077_c3_seq8, 0.191
comp16564_c0_seq6, 0.190
comp77334_c0_seq1, 0.188
comp2140_c0_seq1, 0.168
comp401990_c0_seq1, 0.164
comp4563_c0_seq1, 0.140
comp13560_c0_seq1, 0.139
comp432966_c0_seq1, 0.134
comp46769_c0_seq1, 0.132
comp263398_c0_seq1, 0.125
comp79642_c0_seq1, 0.101
comp20057_c0_seq1, 0.076
comp12325_c0_seq1, 0.076
comp1916_c3_seq21, 0.056
comp41533_c1_seq2, 0.000
comp299266_c0_seq1, 0.000
comp57172_c0_seq1, 0.000
comp28388_c0_seq2, 0.000
comp325201_c0_seq1, 0.000
comp2176_c7_seq1, 0.000
comp10814_c0_seq10, 0.000
comp16976_c3_seq1, 0.000
comp522543_c0_seq1, 0.000
comp2600_c0_seq2, 0.000
comp189634_c0_seq1, 0.000
Group num: 8, TC(X;Y_j): 54.600
comp353989_c0_seq1, 0.399
comp496578_c0_seq1, 0.373
comp36887_c0_seq2, 0.357
comp79279_c0_seq2, 0.357
comp1516_c0_seq4, 0.347
comp348813_c0_seq1, 0.330
comp109261_c0_seq3, 0.317
comp103703_c0_seq1, 0.317
comp502924_c0_seq1, 0.281
comp196832_c0_seq1, 0.278
comp464034_c0_seq1, 0.277
comp391510_c0_seq1, 0.141
comp59443_c0_seq1, 0.000
comp30868_c2_seq7, 0.000
comp119234_c0_seq1, 0.000
comp3147_c7_seq4, 0.000
comp156217_c0_seq1, 0.000
comp4239_c1_seq1, 0.000
comp21344_c1_seq1, 0.000
comp64148_c0_seq1, 0.000
comp49163_c0_seq6, 0.000
comp228643_c0_seq1, 0.000
comp284704_c0_seq1, 0.000
comp205327_c0_seq1, 0.000
comp533241_c0_seq1, 0.000
comp4783_c0_seq4, 0.000
comp533284_c0_seq1, 0.000
comp476368_c0_seq1, 0.000
comp522768_c0_seq1, 0.000
comp485371_c0_seq1, 0.000
comp94614_c0_seq1, 0.000
comp473164_c0_seq1, 0.000
comp145767_c0_seq1, 0.000
comp277277_c0_seq1, 0.000
comp306552_c0_seq1, 0.000
comp205963_c0_seq5, 0.000
comp328484_c0_seq1, 0.000
comp297244_c0_seq1, 0.000
comp293184_c0_seq1, 0.000
comp441074_c0_seq1, 0.000
comp166599_c0_seq1, 0.000
comp204_c16_seq1, 0.000
comp166599_c0_seq3, 0.000
comp225913_c0_seq1, 0.000
comp221198_c0_seq1, 0.000
comp103271_c0_seq1, 0.000
comp528024_c0_seq1, 0.000
comp470318_c0_seq1, 0.000
comp16599_c0_seq1, 0.000
comp480648_c0_seq1, 0.000
comp223185_c0_seq1, 0.000
comp531751_c0_seq1, 0.000
comp86165_c0_seq1, 0.000
comp137766_c0_seq1, 0.000
comp92432_c0_seq2, 0.000
comp116455_c0_seq2, 0.000
comp48269_c0_seq1, 0.000
comp444354_c0_seq1, 0.000
comp423283_c0_seq1, 0.000
comp2332_c1_seq1, 0.000
comp405887_c0_seq1, 0.000
comp310012_c0_seq1, 0.000
comp98043_c0_seq2, 0.000
comp323290_c0_seq1, 0.000
comp10814_c0_seq9, 0.000
comp95871_c0_seq2, 0.000
comp503710_c0_seq1, 0.000
comp8820_c1_seq2, 0.000
comp42833_c0_seq1, 0.000
comp39878_c0_seq1, 0.000
comp202519_c0_seq1, 0.000
comp160557_c0_seq1, 0.000
comp473516_c0_seq2, 0.000
comp341517_c0_seq1, 0.000
comp158584_c0_seq1, 0.000
comp181487_c1_seq2, 0.000
comp468531_c0_seq1, 0.000
comp42794_c0_seq15, 0.000
comp42794_c0_seq11, 0.000
comp185007_c0_seq2, 0.000
comp402160_c0_seq1, 0.000
comp526468_c0_seq1, 0.000
comp6600_c0_seq4, 0.000
comp374945_c0_seq1, 0.000
comp19609_c1_seq1, 0.000
comp151145_c1_seq1, 0.000
comp62566_c0_seq1, 0.000
comp479305_c0_seq1, 0.000
comp20365_c0_seq1, 0.000
comp34181_c2_seq1, 0.000
comp345704_c0_seq1, 0.000
comp12580_c1_seq2, 0.000
comp516259_c0_seq1, 0.000
comp168986_c0_seq2, 0.000
comp497334_c0_seq1, 0.000
comp504826_c0_seq1, 0.000
comp19900_c0_seq1, 0.000
comp29022_c0_seq3, 0.000
comp317589_c0_seq1, 0.000
comp263917_c0_seq1, 0.000
comp28013_c0_seq1, 0.000
comp259279_c0_seq1, 0.000
comp474052_c0_seq1, 0.000
comp254546_c0_seq1, 0.000
comp162007_c0_seq1, 0.000
comp109261_c0_seq4, 0.000
comp442957_c0_seq1, 0.000
comp6450_c1_seq3, 0.000
comp510808_c0_seq1, 0.000
comp480387_c0_seq1, 0.000
comp20972_c0_seq1, 0.000
comp131536_c0_seq1, 0.000
comp361232_c0_seq1, 0.000
comp520080_c0_seq1, 0.000
comp461032_c0_seq1, 0.000
comp176540_c0_seq1, 0.000
comp144656_c0_seq1, 0.000
comp102388_c0_seq1, 0.000
comp6898_c2_seq8, 0.000
comp317987_c0_seq1, 0.000
comp328384_c0_seq1, 0.000
comp434720_c0_seq1, 0.000
comp371184_c0_seq1, 0.000
comp3401_c4_seq4, 0.000
comp527094_c0_seq1, 0.000
comp27507_c0_seq1, 0.000
comp67692_c0_seq1, 0.000
comp328430_c0_seq1, 0.000
comp42002_c0_seq1, 0.000
comp16752_c0_seq1, 0.000
comp500315_c0_seq1, 0.000
comp23376_c2_seq3, 0.000
comp231119_c0_seq1, 0.000
comp281384_c0_seq1, 0.000
comp207472_c0_seq3, 0.000
comp66082_c0_seq1, 0.000
comp425247_c0_seq1, 0.000
comp531924_c0_seq1, 0.000
comp333123_c0_seq1, 0.000
comp114679_c0_seq1, 0.000
comp114679_c0_seq3, 0.000
comp258179_c0_seq1, 0.000
comp46523_c2_seq1, 0.000
comp297981_c0_seq1, 0.000
comp3744_c3_seq7, 0.000
comp1603_c15_seq11, 0.000
comp1603_c15_seq21, 0.000
comp82971_c0_seq1, 0.000
comp321534_c0_seq1, 0.000
comp79433_c1_seq3, 0.000
comp11235_c2_seq7, 0.000
comp75062_c0_seq1, 0.000
comp44632_c1_seq2, 0.000
comp1736_c13_seq1, 0.000
comp237339_c0_seq1, 0.000
comp372259_c0_seq1, 0.000
comp503910_c0_seq1, 0.000
comp490413_c0_seq1, 0.000
comp139_c5_seq1, 0.000
comp12694_c0_seq5, 0.000
comp12694_c0_seq6, 0.000
comp12694_c0_seq10, 0.000
comp325823_c0_seq1, 0.000
comp8387_c0_seq3, 0.000
comp99484_c0_seq4, 0.000
comp442165_c0_seq1, 0.000
comp501657_c0_seq1, 0.000
comp179980_c0_seq1, 0.000
comp283004_c0_seq1, 0.000
comp510762_c0_seq1, 0.000
comp13797_c2_seq20, 0.000
comp246102_c0_seq1, 0.000
comp1324_c31_seq15, 0.000
comp497168_c0_seq1, 0.000
comp282944_c0_seq1, 0.000
comp340869_c0_seq1, 0.000
comp473429_c0_seq1, 0.000
comp447958_c0_seq1, 0.000
comp507935_c0_seq1, 0.000
comp495968_c0_seq1, 0.000
comp92424_c0_seq1, 0.000
comp45173_c0_seq2, 0.000
comp378658_c0_seq1, 0.000
comp1516_c0_seq1, 0.000
comp1516_c0_seq2, 0.000
comp1516_c0_seq3, 0.000
comp299664_c0_seq1, 0.000
comp394615_c0_seq1, 0.000
comp498547_c0_seq1, 0.000
comp483719_c0_seq1, 0.000
comp240605_c0_seq1, 0.000
comp296158_c0_seq1, 0.000
comp230262_c0_seq1, 0.000
comp3082_c17_seq2, 0.000
comp185518_c0_seq1, 0.000
comp357803_c0_seq1, 0.000
comp44107_c0_seq2, 0.000
comp22248_c3_seq2, 0.000
comp367445_c0_seq1, 0.000
comp224719_c0_seq1, 0.000
comp252445_c0_seq1, 0.000
comp3326_c6_seq14, 0.000
comp112135_c0_seq2, 0.000
Group num: 9, TC(X;Y_j): 45.008
comp1463_c3_seq2, 1.138
comp5015_c2_seq8, 0.749
comp201588_c0_seq1, 0.745
comp123961_c0_seq3, 0.686
comp427125_c0_seq1, 0.666
comp12576_c5_seq1, 0.649
comp179863_c0_seq1, 0.572
comp11142_c0_seq9, 0.566
comp344802_c0_seq1, 0.559
comp325664_c0_seq2, 0.549
comp1324_c31_seq14, 0.548
comp160461_c0_seq3, 0.532
comp384663_c0_seq1, 0.522
comp352816_c0_seq2, 0.514
comp233990_c0_seq2, 0.504
comp20226_c0_seq1, 0.492
comp319028_c0_seq1, 0.487
comp56535_c0_seq1, 0.445
comp395686_c0_seq1, 0.439
comp425667_c0_seq1, 0.436
comp211844_c0_seq1, 0.432
comp67191_c0_seq2, 0.418
comp57866_c0_seq2, 0.414
comp405565_c0_seq1, 0.387
comp405030_c0_seq1, 0.387
comp60027_c0_seq1, 0.383
comp432811_c0_seq1, 0.381
comp533699_c0_seq1, 0.375
comp296434_c0_seq1, 0.372
comp492612_c0_seq1, 0.371
comp118148_c0_seq1, 0.370
comp75090_c0_seq5, 0.370
comp15232_c0_seq1, 0.370
comp514400_c0_seq1, 0.365
comp485051_c0_seq1, 0.365
comp66200_c1_seq1, 0.364
comp1324_c31_seq32, 0.363
comp37931_c0_seq2, 0.362
comp229274_c0_seq2, 0.362
comp218136_c0_seq2, 0.360
comp506670_c0_seq1, 0.360
comp514344_c0_seq1, 0.352
comp191311_c0_seq1, 0.352
comp304763_c0_seq2, 0.348
comp43207_c1_seq1, 0.347
comp520639_c0_seq1, 0.345
comp254877_c0_seq3, 0.345
comp473260_c0_seq1, 0.345
comp16939_c0_seq5, 0.345
comp179943_c0_seq2, 0.342
comp42794_c0_seq16, 0.339
comp527804_c0_seq1, 0.339
comp91642_c0_seq1, 0.336
comp67071_c0_seq1, 0.335
comp88469_c0_seq2, 0.334
comp4376_c1_seq2, 0.334
comp364529_c0_seq1, 0.334
comp15881_c3_seq1, 0.332
comp5283_c0_seq1, 0.331
comp434500_c0_seq1, 0.330
comp157104_c0_seq2, 0.329
comp405557_c0_seq1, 0.329
comp81538_c2_seq3, 0.328
comp114522_c0_seq2, 0.327
comp1456_c3_seq2, 0.326
comp463703_c0_seq1, 0.325
comp238199_c0_seq1, 0.324
comp1324_c31_seq76, 0.324
comp22106_c0_seq1, 0.324
comp21343_c0_seq2, 0.322
comp30868_c2_seq2, 0.322
comp233858_c0_seq1, 0.320
comp485036_c0_seq1, 0.317
comp460950_c0_seq1, 0.317
comp306809_c0_seq1, 0.317
comp496858_c0_seq1, 0.316
comp384308_c0_seq1, 0.315
comp432370_c0_seq1, 0.315
comp279783_c0_seq1, 0.314
comp125893_c0_seq2, 0.314
comp51120_c0_seq1, 0.314
comp495400_c0_seq1, 0.313
comp320830_c0_seq1, 0.312
comp462439_c1_seq1, 0.311
comp419407_c0_seq1, 0.311
comp530541_c0_seq1, 0.310
comp172469_c0_seq1, 0.310
comp451876_c0_seq1, 0.308
comp130308_c0_seq1, 0.308
comp13540_c0_seq7, 0.306
comp300470_c0_seq1, 0.304
comp333388_c0_seq1, 0.304
comp499981_c0_seq1, 0.303
comp33531_c0_seq1, 0.302
comp384018_c0_seq1, 0.301
comp523407_c0_seq1, 0.301
comp503217_c0_seq1, 0.300
comp133929_c0_seq1, 0.300
comp67776_c0_seq2, 0.298
comp505726_c0_seq1, 0.297
comp328092_c0_seq1, 0.297
comp521504_c0_seq1, 0.297
comp260746_c1_seq1, 0.294
comp163831_c0_seq2, 0.291
comp220892_c0_seq1, 0.290
comp517326_c0_seq1, 0.285
comp205526_c0_seq1, 0.284
comp188694_c0_seq1, 0.283
comp238768_c0_seq2, 0.283
comp526482_c0_seq1, 0.281
comp116455_c0_seq1, 0.279
comp516187_c0_seq1, 0.277
comp283033_c0_seq1, 0.275
comp194540_c0_seq1, 0.272
comp216978_c0_seq1, 0.272
comp108410_c1_seq1, 0.272
comp532453_c0_seq1, 0.272
comp120938_c0_seq1, 0.269
comp96183_c0_seq2, 0.269
comp123077_c0_seq1, 0.265
comp60202_c0_seq1, 0.262
comp425665_c0_seq1, 0.258
comp355461_c0_seq1, 0.256
comp454195_c0_seq1, 0.256
comp227636_c0_seq1, 0.256
comp48548_c0_seq2, 0.256
comp466521_c0_seq1, 0.254
comp436375_c0_seq1, 0.252
comp52233_c0_seq1, 0.244
comp78161_c0_seq1, 0.243
comp189981_c0_seq1, 0.240
comp444752_c0_seq1, 0.240
comp537876_c0_seq1, 0.233
comp82_c4_seq1, 0.231
comp67327_c0_seq2, 0.226
comp11142_c0_seq11, 0.209
comp452329_c0_seq1, 0.138
comp486410_c0_seq1, 0.133
comp1486_c0_seq1, 0.000
comp28747_c0_seq1, 0.000
comp216002_c0_seq1, 0.000
comp10663_c1_seq2, 0.000
comp78361_c0_seq1, 0.000
comp376_c5_seq9, 0.000
comp115815_c0_seq1, 0.000
comp196154_c0_seq1, 0.000
comp200268_c0_seq1, 0.000
comp6861_c0_seq1, 0.000
comp850_c3_seq2, 0.000
comp198847_c0_seq1, 0.000
comp25370_c0_seq1, 0.000
comp4468_c2_seq15, 0.000
Group num: 10, TC(X;Y_j): 42.856
comp183696_c0_seq1, 0.394
comp188124_c0_seq2, 0.364
comp76429_c0_seq1, 0.364
comp22103_c0_seq3, 0.347
comp502959_c0_seq1, 0.296
comp285810_c0_seq1, 0.285
comp486839_c0_seq1, 0.283
comp389488_c0_seq1, 0.281
comp125128_c0_seq2, 0.268
comp537473_c0_seq1, 0.248
comp357598_c0_seq1, 0.248
comp302947_c0_seq1, 0.238
comp510841_c0_seq1, 0.238
comp493793_c0_seq1, 0.228
comp360033_c0_seq1, 0.000
comp89405_c1_seq1, 0.000
comp190507_c0_seq1, 0.000
comp4783_c0_seq3, 0.000
comp189705_c0_seq2, 0.000
comp189431_c0_seq2, 0.000
comp81023_c0_seq1, 0.000
comp8641_c0_seq30, 0.000
comp524684_c0_seq1, 0.000
comp397402_c0_seq1, 0.000
comp397402_c0_seq2, 0.000
comp102548_c0_seq5, 0.000
comp285859_c0_seq1, 0.000
comp159473_c0_seq1, 0.000
comp13251_c0_seq1, 0.000
comp13251_c0_seq2, 0.000
comp104091_c0_seq2, 0.000
comp457330_c0_seq1, 0.000
comp531140_c0_seq1, 0.000
comp194095_c0_seq1, 0.000
comp86334_c0_seq2, 0.000
comp208922_c0_seq2, 0.000
comp413581_c0_seq1, 0.000
comp316817_c0_seq1, 0.000
comp387023_c0_seq1, 0.000
comp201486_c1_seq1, 0.000
comp392900_c0_seq1, 0.000
comp110930_c0_seq1, 0.000
comp408676_c0_seq1, 0.000
comp31831_c0_seq4, 0.000
comp451780_c0_seq1, 0.000
comp222465_c0_seq1, 0.000
comp83772_c0_seq3, 0.000
comp49820_c0_seq2, 0.000
comp145447_c0_seq1, 0.000
comp114968_c0_seq1, 0.000
comp437996_c0_seq1, 0.000
comp308002_c0_seq2, 0.000
comp434470_c0_seq1, 0.000
comp4332_c0_seq3, 0.000
comp419297_c0_seq1, 0.000
comp533806_c0_seq1, 0.000
comp5972_c2_seq1, 0.000
comp247364_c0_seq1, 0.000
comp391399_c0_seq1, 0.000
comp69003_c0_seq1, 0.000
comp7241_c0_seq15, 0.000
comp263078_c0_seq1, 0.000
comp817_c0_seq4, 0.000
comp495347_c0_seq1, 0.000
comp377436_c0_seq1, 0.000
comp530943_c0_seq1, 0.000
comp105652_c0_seq1, 0.000
comp374973_c0_seq1, 0.000
comp63850_c0_seq2, 0.000
comp195641_c0_seq1, 0.000
comp85706_c0_seq1, 0.000
comp11142_c0_seq22, 0.000
comp369665_c0_seq1, 0.000
comp58903_c0_seq1, 0.000
comp408481_c0_seq1, 0.000
comp451295_c0_seq1, 0.000
comp479563_c0_seq1, 0.000
comp21389_c0_seq2, 0.000
comp408190_c0_seq1, 0.000
comp429_c49_seq39, 0.000
comp10666_c2_seq2, 0.000
comp421634_c0_seq1, 0.000
comp134186_c0_seq4, 0.000
comp528853_c0_seq1, 0.000
comp437747_c0_seq2, 0.000
comp16139_c0_seq1, 0.000
comp521826_c0_seq1, 0.000
comp521557_c0_seq1, 0.000
comp523495_c0_seq1, 0.000
comp10507_c0_seq1, 0.000
comp363216_c0_seq1, 0.000
comp444453_c0_seq1, 0.000
comp203812_c0_seq1, 0.000
comp253204_c0_seq1, 0.000
comp395639_c0_seq1, 0.000
comp473129_c0_seq1, 0.000
comp36549_c0_seq3, 0.000
comp99561_c0_seq1, 0.000
comp480969_c0_seq1, 0.000
comp483171_c0_seq1, 0.000
comp2392_c1_seq6, 0.000
comp190222_c0_seq5, 0.000
comp440503_c0_seq1, 0.000
comp1799_c26_seq25, 0.000
comp11881_c0_seq1, 0.000
comp249267_c0_seq1, 0.000
comp10169_c0_seq1, 0.000
comp345854_c0_seq1, 0.000
comp216807_c0_seq1, 0.000
comp470446_c0_seq1, 0.000
comp396882_c0_seq1, 0.000
comp485863_c0_seq1, 0.000
comp134048_c0_seq1, 0.000
comp16237_c0_seq3, 0.000
comp93024_c0_seq2, 0.000
comp497938_c0_seq1, 0.000
comp496832_c0_seq1, 0.000
comp403131_c0_seq1, 0.000
comp505644_c0_seq2, 0.000
comp520944_c0_seq1, 0.000
comp1799_c26_seq20, 0.000
comp81991_c0_seq1, 0.000
comp324163_c0_seq1, 0.000
comp241632_c0_seq1, 0.000
comp48592_c0_seq1, 0.000
comp452421_c0_seq1, 0.000
comp35422_c0_seq2, 0.000
comp19168_c2_seq1, 0.000
comp19168_c2_seq3, 0.000
comp56949_c0_seq2, 0.000
comp54030_c1_seq1, 0.000
comp259020_c0_seq1, 0.000
comp482238_c0_seq1, 0.000
comp443223_c0_seq2, 0.000
comp4154_c1_seq1, 0.000
comp269794_c0_seq1, 0.000
comp55228_c0_seq1, 0.000
comp31603_c0_seq2, 0.000
comp534404_c0_seq1, 0.000
comp125128_c0_seq1, 0.000
comp12_c105_seq8, 0.000
comp138429_c0_seq2, 0.000
comp297656_c0_seq1, 0.000
comp291570_c0_seq1, 0.000
comp30870_c0_seq1, 0.000
comp3326_c6_seq25, 0.000
comp253667_c0_seq1, 0.000
comp2176_c7_seq6, 0.000
comp228731_c0_seq1, 0.000
comp406903_c0_seq1, 0.000
comp66111_c2_seq2, 0.000
comp463344_c0_seq1, 0.000
comp94354_c0_seq2, 0.000
comp23471_c0_seq2, 0.000
comp278488_c0_seq1, 0.000
comp17_c29_seq1, 0.000
comp421456_c0_seq1, 0.000
comp188124_c0_seq1, 0.000
comp410600_c0_seq1, 0.000
comp395187_c0_seq1, 0.000
Group num: 11, TC(X;Y_j): 34.980
comp4361_c1_seq22, 0.367
comp45300_c1_seq3, 0.294
comp5790_c3_seq2, 0.000
comp26997_c0_seq2, 0.000
comp358460_c0_seq1, 0.000
comp275685_c0_seq1, 0.000
comp390850_c0_seq1, 0.000
comp537440_c0_seq1, 0.000
comp114511_c0_seq1, 0.000
comp64205_c1_seq1, 0.000
comp38226_c0_seq1, 0.000
comp246196_c0_seq1, 0.000
comp246836_c0_seq1, 0.000
comp149642_c0_seq1, 0.000
comp6989_c1_seq1, 0.000
comp146747_c0_seq1, 0.000
comp267723_c0_seq2, 0.000
comp1324_c31_seq65, 0.000
comp1324_c31_seq55, 0.000
comp1324_c31_seq54, 0.000
comp1324_c31_seq48, 0.000
comp1324_c31_seq44, 0.000
comp1324_c31_seq43, 0.000
comp1324_c31_seq39, 0.000
comp236162_c1_seq1, 0.000
comp25800_c0_seq3, 0.000
comp3916_c5_seq1, 0.000
comp237059_c0_seq1, 0.000
comp82302_c0_seq1, 0.000
comp71522_c0_seq2, 0.000
comp115851_c0_seq3, 0.000
comp206569_c0_seq2, 0.000
comp188022_c0_seq1, 0.000
comp205653_c0_seq1, 0.000
comp156166_c0_seq1, 0.000
comp167191_c0_seq1, 0.000
comp303036_c0_seq1, 0.000
comp146411_c0_seq1, 0.000
comp83103_c0_seq1, 0.000
comp1324_c31_seq17, 0.000
comp147115_c0_seq1, 0.000
comp95298_c0_seq6, 0.000
comp219502_c0_seq1, 0.000
comp48949_c0_seq1, 0.000
comp30520_c0_seq1, 0.000
comp175401_c0_seq1, 0.000
comp391495_c0_seq1, 0.000
comp255441_c0_seq1, 0.000
comp1674_c0_seq3, 0.000
comp99441_c0_seq1, 0.000
comp23775_c1_seq4, 0.000
comp535121_c0_seq1, 0.000
comp95851_c0_seq2, 0.000
comp160451_c0_seq1, 0.000
comp184114_c0_seq2, 0.000
comp233119_c0_seq1, 0.000
comp49623_c0_seq2, 0.000
comp7196_c0_seq1, 0.000
comp419_c0_seq4, 0.000
comp175681_c0_seq1, 0.000
comp41756_c0_seq1, 0.000
comp12137_c0_seq21, 0.000
comp66460_c0_seq2, 0.000
comp125893_c0_seq1, 0.000
comp12_c325_seq4, 0.000
comp12228_c2_seq4, 0.000
comp12228_c2_seq2, 0.000
comp58952_c0_seq1, 0.000
comp267740_c0_seq1, 0.000
comp31740_c0_seq2, 0.000
comp335221_c0_seq1, 0.000
comp73911_c0_seq1, 0.000
comp240358_c0_seq1, 0.000
comp190222_c0_seq2, 0.000
comp1799_c26_seq21, 0.000
comp404775_c0_seq1, 0.000
comp30941_c1_seq1, 0.000
comp38928_c0_seq1, 0.000
comp207472_c0_seq2, 0.000
comp114522_c0_seq1, 0.000
comp297973_c0_seq1, 0.000
comp138372_c0_seq1, 0.000
comp4361_c1_seq16, 0.000
comp103642_c0_seq1, 0.000
comp2858_c5_seq3, 0.000
comp202311_c0_seq1, 0.000
comp73001_c1_seq1, 0.000
comp365464_c0_seq1, 0.000
comp167888_c0_seq1, 0.000
comp130909_c0_seq1, 0.000
comp1324_c3_seq1, 0.000
comp271978_c0_seq1, 0.000
comp137603_c1_seq1, 0.000
comp34472_c0_seq1, 0.000
comp23484_c0_seq2, 0.000
comp185498_c0_seq1, 0.000
comp87595_c0_seq7, 0.000
comp173445_c0_seq1, 0.000
comp69664_c0_seq3, 0.000
comp62010_c0_seq1, 0.000
comp415408_c0_seq1, 0.000
comp101408_c0_seq1, 0.000
comp64299_c0_seq1, 0.000
comp175242_c0_seq4, 0.000
comp28388_c0_seq1, 0.000
comp179133_c0_seq1, 0.000
comp137601_c0_seq1, 0.000
comp5062_c16_seq3, 0.000
comp175980_c0_seq1, 0.000
Group num: 12, TC(X;Y_j): 33.414
comp350156_c0_seq1, 0.393
comp468524_c0_seq1, 0.383
comp182373_c0_seq1, 0.373
comp488582_c0_seq1, 0.373
comp285859_c0_seq2, 0.373
comp98420_c0_seq5, 0.372
comp529829_c0_seq1, 0.366
comp534950_c0_seq1, 0.366
comp360763_c0_seq1, 0.366
comp537333_c0_seq1, 0.364
comp36_c121_seq1, 0.356
comp20252_c0_seq5, 0.349
comp534859_c0_seq1, 0.349
comp387598_c0_seq1, 0.347
comp498418_c0_seq1, 0.344
comp362443_c0_seq1, 0.339
comp1324_c31_seq66, 0.331
comp429381_c0_seq1, 0.331
comp366993_c0_seq1, 0.329
comp5264_c2_seq3, 0.324
comp440630_c0_seq1, 0.321
comp327784_c0_seq1, 0.321
comp521697_c0_seq1, 0.319
comp105645_c0_seq2, 0.319
comp476709_c0_seq1, 0.319
comp478774_c0_seq1, 0.319
comp441159_c0_seq1, 0.319
comp496360_c0_seq1, 0.317
comp79209_c0_seq1, 0.317
comp427324_c0_seq1, 0.316
comp462655_c0_seq1, 0.315
comp293279_c0_seq2, 0.315
comp79292_c0_seq2, 0.315
comp357681_c0_seq1, 0.315
comp480362_c0_seq1, 0.315
comp529367_c0_seq1, 0.314
comp4664_c1_seq1, 0.314
comp497195_c0_seq1, 0.314
comp75151_c0_seq1, 0.314
comp239127_c0_seq1, 0.312
comp385445_c0_seq1, 0.312
comp455277_c0_seq1, 0.310
comp520820_c0_seq1, 0.310
comp536259_c0_seq1, 0.309
comp532584_c0_seq1, 0.308
comp526354_c0_seq1, 0.307
comp202421_c0_seq2, 0.307
comp78178_c0_seq6, 0.307
comp404448_c0_seq1, 0.306
comp535101_c0_seq1, 0.305
comp363538_c0_seq1, 0.305
comp524307_c0_seq1, 0.305
comp496104_c0_seq1, 0.305
comp416778_c0_seq1, 0.304
comp483087_c0_seq1, 0.304
comp157319_c0_seq2, 0.303
comp187503_c0_seq1, 0.303
comp518256_c0_seq1, 0.303
comp410_c33_seq1, 0.303
comp521225_c0_seq1, 0.303
